"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86"
"1",0,0.354166666666667,0.416666666666667,0.458333333333333,0.45,0.458333333333333,0.458333333333333,0.791666666666667,0.458333333333333,0.25,0.535714285714286,0.35,0.55,0.55,0.55,0.4375,0.55,0.714285714285714,0.714285714285714,0.714285714285714,0.55,0.625,0.714285714285714,0.4375,0.4375,0.5,0.75,0.428571428571429,0.678571428571429,0.583333333333333,0.625,0.604166666666667,0.625,0.4375,0.517857142857143,0.5625,0.660714285714286,0.803571428571429,0.803571428571429,0.40625,0.589285714285714,0.5,0.75,0.625,0.25,0.458333333333333,0.660714285714286,0.660714285714286,0.589285714285714,0.589285714285714,0.642857142857143,0.732142857142857,0.732142857142857,0.642857142857143,0.660714285714286,0.660714285714286,0.525,0.589285714285714,0.589285714285714,0.589285714285714,0.589285714285714,0.666666666666667,0.520833333333333,0.660714285714286,0.660714285714286,0.660714285714286,0.660714285714286,0.660714285714286,0.535714285714286,0.642857142857143,0.5,0.5,0.625,0.583333333333333,0.5,0.55,0.625,0.55,0.625,0.55,0.625,0.625,0.535714285714286,0.55,0.535714285714286,0.535714285714286
"2",0.354166666666667,0,0.75,0.270833333333333,0.425,0.270833333333333,0.270833333333333,0.4375,0.270833333333333,0.425,0.446428571428571,0.15625,0.270833333333333,0.354166666666667,0.354166666666667,0.125,0.270833333333333,0.660714285714286,0.660714285714286,0.660714285714286,0.65625,0.479166666666667,0.589285714285714,0.125,0.125,0.175,0.4375,0.666666666666667,0.517857142857143,0.475,0.270833333333333,0.416666666666667,0.275,0.125,0.357142857142857,0.225,0.357142857142857,0.571428571428571,0.571428571428571,0.1,0.5,0.6,0.75,0.325,0.208333333333333,0.270833333333333,0.571428571428571,0.5,0.666666666666667,0.666666666666667,0.785714285714286,0.857142857142857,0.857142857142857,0.785714285714286,0.571428571428571,0.5,0.625,0.714285714285714,0.666666666666667,0.571428571428571,0.666666666666667,0.6,0.666666666666667,0.785714285714286,0.5,0.5,0.5,0.5,0.375,0.75,0.416666666666667,0.25,0.625,0.25,0.416666666666667,0.270833333333333,0.270833333333333,0.325,0.270833333333333,0.270833333333333,0.270833333333333,0.375,0.375,0.270833333333333,0.375,0.375
"3",0.416666666666667,0.75,0,0.659090909090909,0.625,0.659090909090909,0.659090909090909,0.659090909090909,0.65625,0.34375,0.583333333333333,0.464285714285714,0.725,0.725,0.840909090909091,0.708333333333333,0.725,0.590909090909091,0.541666666666667,0.590909090909091,0.40625,0.725,0.590909090909091,0.708333333333333,0.708333333333333,0.75,0.65625,0.5,0.583333333333333,0.638888888888889,0.5625,0.465909090909091,0.857142857142857,0.625,0.6625,0.875,0.556818181818182,0.677083333333333,0.677083333333333,0.6875,0.635416666666667,0.681818181818182,0.681818181818182,0.613636363636364,0.416666666666667,0.5625,0.59375,0.556818181818182,0.625,0.6625,0.681818181818182,0.693181818181818,0.738636363636364,0.636363636363636,0.647727272727273,0.647727272727273,0.517857142857143,0.680555555555556,0.6625,0.693181818181818,0.625,0.65,0.6625,0.6625,0.509615384615385,0.6125,0.647727272727273,0.6125,0.613636363636364,0.611111111111111,0.6,0.666666666666667,0.357142857142857,0.727272727272727,0.6,0.65625,0.645833333333333,0.575,0.645833333333333,0.78125,0.604166666666667,0.704545454545455,0.625,0.75,0.659090909090909,0.604166666666667
"4",0.458333333333333,0.270833333333333,0.659090909090909,0,0.45,0.113636363636364,0.0833333333333333,0.45,0.125,0.4375,0.166666666666667,0.142857142857143,0.2,0.277777777777778,NA,0.166666666666667,0.25,NA,NA,0.409090909090909,0.5,0.363636363636364,0.4375,0.166666666666667,0.166666666666667,0.208333333333333,0.388888888888889,0.472222222222222,0.35,0.45,0.318181818181818,0.375,0.392857142857143,0.166666666666667,0.2625,0.333333333333333,0.375,NA,0.59375,0.1875,0.489583333333333,0.75,0.840909090909091,0.318181818181818,0,0.227272727272727,0.59375,0.420454545454545,0.7125,0.7125,0.75,0.784090909090909,0.784090909090909,0.75,0.59375,0.465909090909091,0.660714285714286,0.5625,0.738636363636364,0.677083333333333,0.7125,0.75,0.738636363636364,0.7625,0.488636363636364,0.420454545454545,0.46875,0.420454545454545,0.136363636363636,0.75,0.275,0.275,0.625,0.340909090909091,0.275,0.125,0.291666666666667,0.222222222222222,0.272727272727273,0.125,0.35,0.2,0.025,0.0357142857142857,0.1,0.181818181818182
"5",0.45,0.425,0.625,0.45,0,0.333333333333333,0.35,0.6,0.5,0.444444444444444,0.4375,0.5,0.5,0.5,0.611111111111111,0.25,0.388888888888889,0.777777777777778,0.7,0.777777777777778,0.5,0.527777777777778,0.6,0.25,0.25,0.3125,0.5625,0.472222222222222,0.611111111111111,0.6875,0.3,0.5625,0.55,0.25,0.453125,0.25,0.5625,0.556818181818182,0.556818181818182,0.425,0.602272727272727,0.775,0.625,0.35,0,0.4,0.602272727272727,0.602272727272727,0.736111111111111,0.7625,0.795454545454545,0.829545454545455,0.784090909090909,0.840909090909091,0.6625,0.791666666666667,0.854166666666667,0.513888888888889,0.736111111111111,0.7125,0.736111111111111,0.527777777777778,0.7625,0.890625,0.7125,0.6625,0.6625,0.6625,0.4,0.78125,0.527777777777778,0.34375,0.708333333333333,0.425,0.527777777777778,0.333333333333333,0.272727272727273,0.222222222222222,0.3,0.333333333333333,0.388888888888889,0.444444444444444,0.375,0.4,0.444444444444444,0.444444444444444
"6",0.458333333333333,0.270833333333333,0.659090909090909,0.113636363636364,0.333333333333333,0,0.0227272727272727,0.45,NA,0.357142857142857,0.0555555555555556,NA,0.3,0.166666666666667,0.35,0.166666666666667,0.111111111111111,NA,NA,0.409090909090909,0.375,0.25,0.340909090909091,0.166666666666667,0.166666666666667,0.208333333333333,0.25,0.583333333333333,0.222222222222222,NA,0.25,0.3125,NA,0.166666666666667,0.1625,0.333333333333333,0.3125,0.511363636363636,0.511363636363636,0.1875,0.375,0.675,0.775,0.25,0,0.15,0.511363636363636,0.3125,0.625,0.625,0.675,0.7625,0.7125,0.725,0.511363636363636,0.465909090909091,0.660714285714286,0.458333333333333,NA,0.602272727272727,0.625,0.675,0.6625,0.7625,0.465909090909091,0.3125,0.375,0.3125,0.1,0.638888888888889,0.138888888888889,0.138888888888889,0.625,0.225,0.138888888888889,0.125,0.227272727272727,0.222222222222222,0.272727272727273,0.125,0.35,0.2,0.025,0.0357142857142857,0.1,0.181818181818182
"7",0.458333333333333,0.270833333333333,0.659090909090909,0.0833333333333333,0.35,0.0227272727272727,0,0.45,0.125,0.375,0.0555555555555556,0.142857142857143,0.3,0.166666666666667,0.35,0.166666666666667,0.15,0.409090909090909,0.431818181818182,0.409090909090909,0.388888888888889,0.272727272727273,0.354166666666667,0.166666666666667,0.166666666666667,0.208333333333333,0.277777777777778,0.583333333333333,0.25,0.35,0.272727272727273,0.284090909090909,0.392857142857143,0.166666666666667,0.1625,0.333333333333333,0.284090909090909,0.510416666666667,0.510416666666667,0.1875,0.40625,0.659090909090909,0.75,0.272727272727273,0,0.181818181818182,0.510416666666667,0.329545454545455,0.6125,0.6125,0.659090909090909,0.738636363636364,0.693181818181818,0.704545454545455,0.510416666666667,0.465909090909091,0.660714285714286,0.4625,0.647727272727273,0.59375,0.6125,0.659090909090909,0.647727272727273,0.7625,0.488636363636364,0.329545454545455,0.385416666666667,0.329545454545455,0.0454545454545455,0.638888888888889,0.175,0.175,0.625,0.25,0.175,0.125,0.25,0.222222222222222,0.272727272727273,0.125,0.35,0.2,0.025,0.0357142857142857,0.1,0.181818181818182
"8",0.791666666666667,0.4375,0.659090909090909,0.45,0.6,0.45,0.45,0,0.357142857142857,0.6875,0.444444444444444,0.5,0.388888888888889,0.5,0.6,0.3,0.388888888888889,0.35,0.409090909090909,0.35,0.357142857142857,0.527777777777778,0.3,0.3,0.3,0.35,0.3125,0.725,0.388888888888889,0.40625,0.35,0.3625,0.541666666666667,0.3,0.458333333333333,0.4,0.3625,0.465909090909091,0.420454545454545,0.4375,0.465909090909091,0.625,0.625,0.5,0.5,0.55,0.602272727272727,0.465909090909091,0.680555555555556,0.7125,0.704545454545455,0.693181818181818,0.693181818181818,0.613636363636364,0.5625,0.4125,0.589285714285714,0.791666666666667,0.680555555555556,0.6125,0.680555555555556,0.472222222222222,0.7125,0.625,0.556818181818182,0.4125,0.4125,0.4125,0.35,0.638888888888889,0.527777777777778,0.34375,0.464285714285714,0.425,0.527777777777778,0.214285714285714,0.363636363636364,0.35,0.318181818181818,0.357142857142857,0.4,0.35,0.388888888888889,0.25,0.35,0.45
"9",0.458333333333333,0.270833333333333,0.65625,0.125,0.5,NA,0.125,0.357142857142857,0,0.4,0.0714285714285714,0.0833333333333333,0,0.0833333333333333,0.0714285714285714,0,0,0.333333333333333,0.416666666666667,0.3125,0.2,0.1875,0.21875,0,0,0.0416666666666667,0.166666666666667,0.541666666666667,0.142857142857143,0.375,0.125,0.196428571428571,0.285714285714286,0.166666666666667,0.046875,0.208333333333333,0.296875,0.484375,0.484375,0.025,0.515625,0.571428571428571,0.714285714285714,0.142857142857143,0,0,0.390625,0.160714285714286,0.604166666666667,0.604166666666667,0.678571428571429,0.732142857142857,0.732142857142857,0.678571428571429,0.390625,0.140625,0.40625,0.589285714285714,0.515625,0.484375,0.604166666666667,0.714285714285714,0.660714285714286,0.609375,0.390625,0.160714285714286,0.171875,0.160714285714286,0.125,0.625,0.0714285714285714,0.0714285714285714,0.6875,0.1875,0.0714285714285714,0,0.125,0.166666666666667,0.125,0,0.125,0.0357142857142857,0.0625,0.0714285714285714,0.03125,0.03125
"10",0.25,0.425,0.34375,0.4375,0.444444444444444,0.357142857142857,0.375,0.6875,0.4,0,0.4375,0.333333333333333,0.5,0.5,0.642857142857143,0.5,0.5,0.65625,0.583333333333333,0.65625,0.357142857142857,0.4375,0.583333333333333,0.5,0.5,0.5625,0.714285714285714,0.53125,0.666666666666667,0.571428571428571,0.444444444444444,0.6125,0.6875,0.5,0.515625,0.5,0.6125,0.7125,0.7125,0.53125,0.6125,0.65625,0.725,0.375,0,0.5,0.6125,0.6125,0.640625,0.680555555555556,0.725,0.7125,0.7125,0.725,0.680555555555556,0.765625,0.6875,0.458333333333333,0.640625,0.680555555555556,0.640625,0.607142857142857,0.640625,0.732142857142857,0.680555555555556,0.680555555555556,0.680555555555556,0.680555555555556,0.45,0.678571428571429,0.472222222222222,0.464285714285714,0.65,0.583333333333333,0.472222222222222,0.4,0.388888888888889,0.357142857142857,0.4375,0.5,0.5625,0.625,0.428571428571429,0.5,0.5,0.5
